----------
1858911.03, 12632.38, 1556978.38, 2023344.86, 70053.43, 1630329.31, 2059763.05, 116929.11, 188757.52, 
1858911.03, 12632.38, 1556978.38, 2059763.05, 116929.11, 188757.52, 1727948.71, 24022.65, 412828.53, 
1774776.87, 273461.14, 63883.71, 2059763.05, 116929.11, 188757.52, 2013898.40, 754865.78, 17997.90, 
1831964.64, 929355.17, 1591.42, 2013898.40, 754865.78, 17997.90, 1777380.65, 1868155.73, 8865.17, 
1777380.65, 1868155.73, 8865.17, 2013898.40, 754865.78, 17997.90, 1929064.52, 2071035.99, 109265.25, 
1836624.84, 2133089.22, 590143.55, 1918505.14, 2116305.05, 152497.04, 2121871.80, 2124051.57, 983886.27, 
1836624.84, 2133089.22, 590143.55, 2121871.80, 2124051.57, 983886.27, 1753707.14, 2141055.43, 948803.28, 
1753707.14, 2141055.43, 948803.28, 2121871.80, 2124051.57, 983886.27, 1821572.37, 2137197.19, 1963365.69, 
1821572.37, 2137197.19, 1963365.69, 2121871.80, 2124051.57, 983886.27, 2055960.92, 2102465.77, 1879851.24, 
1821572.37, 2137197.19, 1963365.69, 2055960.92, 2102465.77, 1879851.24, 1776466.61, 2103550.43, 2012331.06, 
1776466.61, 2103550.43, 2012331.06, 2055960.92, 2102465.77, 1879851.24, 2026856.41, 1093668.03, 2142700.48, 
1776466.61, 2103550.43, 2012331.06, 2026856.41, 1093668.03, 2142700.48, 1642841.17, 2020854.38, 2080737.16, 
1858911.03, 12632.38, 1556978.38, 1924678.29, 109261.20, 1921997.78, 2023344.86, 70053.43, 1630329.31, 
1598233.74, 227354.64, 49824.54, 2059763.05, 116929.11, 188757.52, 1774776.87, 273461.14, 63883.71, 
1598233.74, 227354.64, 49824.54, 1774776.87, 273461.14, 63883.71, 2013898.40, 754865.78, 17997.90, 
1401946.56, 2146107.76, 364491.18, 1918505.14, 2116305.05, 152497.04, 1836624.84, 2133089.22, 590143.55, 
1401946.56, 2146107.76, 364491.18, 1836624.84, 2133089.22, 590143.55, 1753707.14, 2141055.43, 948803.28, 
1401946.56, 2146107.76, 364491.18, 1753707.14, 2141055.43, 948803.28, 1821572.37, 2137197.19, 1963365.69, 
1401946.56, 2146107.76, 364491.18, 1821572.37, 2137197.19, 1963365.69, 1135910.04, 2141234.45, 1235611.22, 
1362126.53, 1682396.00, 2146354.73, 1642841.17, 2020854.38, 2080737.16, 2026856.41, 1093668.03, 2142700.48, 
1358196.62, 140751.12, 2099292.85, 2026856.41, 1093668.03, 2142700.48, 2109823.90, 547453.74, 2075132.76, 
1358196.62, 140751.12, 2099292.85, 2109823.90, 547453.74, 2075132.76, 1958380.59, 246187.11, 2028628.86, 
1358196.62, 140751.12, 2099292.85, 1958380.59, 246187.11, 2028628.86, 1924678.29, 109261.20, 1921997.78, 
1358196.62, 140751.12, 2099292.85, 1924678.29, 109261.20, 1921997.78, 1228285.88, 29472.83, 1964537.86, 
1228285.88, 29472.83, 1964537.86, 1924678.29, 109261.20, 1921997.78, 1551612.31, 35699.38, 1862808.77, 
1551612.31, 35699.38, 1862808.77, 1924678.29, 109261.20, 1921997.78, 1858911.03, 12632.38, 1556978.38, 
1551612.31, 35699.38, 1862808.77, 1858911.03, 12632.38, 1556978.38, 1228285.88, 29472.83, 1964537.86, 
751163.14, 3651.50, 691686.83, 1858911.03, 12632.38, 1556978.38, 1727948.71, 24022.65, 412828.53, 
751163.14, 3651.50, 691686.83, 1727948.71, 24022.65, 412828.53, 309823.04, 73285.86, 232728.42, 
309823.04, 73285.86, 232728.42, 1727948.71, 24022.65, 412828.53, 651228.23, 127175.82, 4840.67, 
651228.23, 127175.82, 4840.67, 1727948.71, 24022.65, 412828.53, 2059763.05, 116929.11, 188757.52, 
651228.23, 127175.82, 4840.67, 2059763.05, 116929.11, 188757.52, 1598233.74, 227354.64, 49824.54, 
651228.23, 127175.82, 4840.67, 1598233.74, 227354.64, 49824.54, 2013898.40, 754865.78, 17997.90, 
651228.23, 127175.82, 4840.67, 2013898.40, 754865.78, 17997.90, 1831964.64, 929355.17, 1591.42, 
651228.23, 127175.82, 4840.67, 1831964.64, 929355.17, 1591.42, 44526.03, 1937071.70, 2020.12, 
44526.03, 1937071.70, 2020.12, 1831964.64, 929355.17, 1591.42, 1777380.65, 1868155.73, 8865.17, 
44526.03, 1937071.70, 2020.12, 1777380.65, 1868155.73, 8865.17, 1929064.52, 2071035.99, 109265.25, 
44526.03, 1937071.70, 2020.12, 1929064.52, 2071035.99, 109265.25, 1918505.14, 2116305.05, 152497.04, 
44526.03, 1937071.70, 2020.12, 1918505.14, 2116305.05, 152497.04, 16078.29, 2075395.41, 281692.70, 
16078.29, 2075395.41, 281692.70, 1918505.14, 2116305.05, 152497.04, 316259.78, 2141985.97, 461357.53, 
316259.78, 2141985.97, 461357.53, 1918505.14, 2116305.05, 152497.04, 1401946.56, 2146107.76, 364491.18, 
316259.78, 2141985.97, 461357.53, 1401946.56, 2146107.76, 364491.18, 1135910.04, 2141234.45, 1235611.22, 
316259.78, 2141985.97, 461357.53, 1135910.04, 2141234.45, 1235611.22, 357549.66, 2130034.85, 1677907.77, 
357549.66, 2130034.85, 1677907.77, 1135910.04, 2141234.45, 1235611.22, 1821572.37, 2137197.19, 1963365.69, 
357549.66, 2130034.85, 1677907.77, 1821572.37, 2137197.19, 1963365.69, 307014.77, 2094301.51, 2032671.83, 
307014.77, 2094301.51, 2032671.83, 1821572.37, 2137197.19, 1963365.69, 879507.25, 2094876.20, 2143095.73, 
879507.25, 2094876.20, 2143095.73, 1821572.37, 2137197.19, 1963365.69, 1776466.61, 2103550.43, 2012331.06, 
879507.25, 2094876.20, 2143095.73, 1776466.61, 2103550.43, 2012331.06, 1642841.17, 2020854.38, 2080737.16, 
879507.25, 2094876.20, 2143095.73, 1642841.17, 2020854.38, 2080737.16, 1362126.53, 1682396.00, 2146354.73, 
879507.25, 2094876.20, 2143095.73, 1362126.53, 1682396.00, 2146354.73, 923417.53, 311410.40, 2125274.26, 
923417.53, 311410.40, 2125274.26, 1362126.53, 1682396.00, 2146354.73, 2026856.41, 1093668.03, 2142700.48, 
923417.53, 311410.40, 2125274.26, 2026856.41, 1093668.03, 2142700.48, 1358196.62, 140751.12, 2099292.85, 
923417.53, 311410.40, 2125274.26, 1358196.62, 140751.12, 2099292.85, 287123.69, 311781.68, 2103609.57, 
287123.69, 311781.68, 2103609.57, 1358196.62, 140751.12, 2099292.85, 398222.47, 137324.48, 2016964.99, 
398222.47, 137324.48, 2016964.99, 1358196.62, 140751.12, 2099292.85, 94372.91, 11650.60, 1907500.42, 
94372.91, 11650.60, 1907500.42, 1358196.62, 140751.12, 2099292.85, 1228285.88, 29472.83, 1964537.86, 
94372.91, 11650.60, 1907500.42, 1228285.88, 29472.83, 1964537.86, 1858911.03, 12632.38, 1556978.38, 
94372.91, 11650.60, 1907500.42, 1858911.03, 12632.38, 1556978.38, 1279522.72, 11053.03, 1627322.70, 
94372.91, 11650.60, 1907500.42, 1279522.72, 11053.03, 1627322.70, 751163.14, 3651.50, 691686.83, 
751163.14, 3651.50, 691686.83, 1279522.72, 11053.03, 1627322.70, 1858911.03, 12632.38, 1556978.38, 
